min_len_km,rank,ss_estimate,ss_lb,ss_ub,cms_estimate,exact_support,length_km,n_cells,subroute
20,93,379,41,379,1746.0,,21.459,60,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
20,94,379,41,379,1603.0,,21.827,61,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
20,95,379,41,379,2409.0,,20.361,57,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff
20,96,379,41,379,1437.0,,21.094,59,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff
20,97,379,41,379,1964.0,,20.729,58,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff
20,98,371,33,371,1809.0,,20.716,58,8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff
20,99,371,33,371,2012.0,,20.348,57,8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff
20,100,370,32,370,1546.0,,21.446,60,8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e637ffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff
40,1,45,1,45,1201.0,,41.491,115,89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff>8939220f02bffff
40,4,45,1,45,1401.0,,42.743,118,8939220f21bffff>8939220f257ffff>8939220f247ffff>8939220f27bffff>8939220f26bffff>8939220d4d3ffff>8939220d4dbffff>89392208937ffff>89392208927ffff>8939220892fffff>8939220d693ffff>8939220d69bffff>8939220d6d7ffff>8939220d6c3ffff>8939220d6cbffff>89392208b27ffff>89392208b2fffff>89392208b2bffff>89392208b67ffff>89392208b63ffff>89392208b6fffff>89392208b6bffff>893922725d3ffff>893922725dbffff>893922725cbffff>893922725cfffff>893922725cbffff>893922725dbffff>893922725d3ffff>89392208b6fffff>89392208b67ffff>89392208b2bffff>89392208b2fffff>8939220d65bffff>89392208b27ffff>8939220d653ffff>8939220d6cbffff>8939220d6c3ffff>8939220d6d7ffff>8939220d69bffff>8939220d693ffff>8939220892fffff>89392208927ffff>89392208937ffff>8939220d4dbffff>8939220d4d3ffff>8939220f26bffff>8939220f27bffff>8939220f247ffff>8939220f257ffff>8939220f21bffff>8939220f213ffff>8939220f28fffff>8939220f283ffff>8939220f297ffff>8939220f62fffff>8939220f627ffff>8939220f637ffff>8939220f0dbffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff>89392200373ffff>89392200363ffff>8939220036bffff>89392201ca7ffff>89392201cafffff>89392201c37ffff>89392201c27ffff>89392201d53ffff>89392201d5bffff>89392201d43ffff>89392201d4bffff>893922018b3ffff>893922018a3ffff>893922018abffff>89392201833ffff
40,11,45,1,45,1216.0,,42.96,119,8939220016fffff>89392200163ffff>89392200173ffff>8939220010bffff>89392200103ffff>8939220011bffff>89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff
40,16,45,1,45,1583.0,,47.365,131,89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff>89392201db7ffff>89392200e4fffff>89392200e43ffff>89392200e57ffff>89392200ecfffff>89392200ec7ffff>89392200ed7ffff>8939220016fffff>89392200163ffff>89392200173ffff>8939220010bffff>89392200103ffff>8939220011bffff>89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff
40,17,45,1,45,1300.0,,51.003,141,89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff>89392201db7ffff>89392200e4fffff>89392200e43ffff>89392200e57ffff>89392200ecfffff>89392200ec7ffff>89392200ed7ffff>8939220016fffff>89392200163ffff>89392200173ffff>8939220010bffff>89392200103ffff>8939220011bffff>89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff
40,25,45,1,45,1206.0,,51.363,142,8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff>89392201db7ffff>89392200e4fffff>89392200e43ffff>89392200e57ffff>89392200ecfffff>89392200ec7ffff>89392200ed7ffff>8939220016fffff>89392200163ffff>89392200173ffff>8939220010bffff>89392200103ffff>8939220011bffff>89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff
40,33,45,1,45,1195.0,,51.0,141,89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff>89392201db7ffff>89392200e4fffff>89392200e43ffff>89392200e57ffff>89392200ecfffff>89392200ec7ffff>89392200ed7ffff>8939220016fffff>89392200163ffff>89392200173ffff>8939220010bffff>89392200103ffff>8939220011bffff>89392200113ffff>893922001c7ffff>8939220018bffff>8939220019bffff>89392200567ffff>89392200577ffff>8939220053bffff>89392200507ffff>893922005abffff>89392200517ffff>893922005bbffff>89392200587ffff>89392200583ffff>89392200597ffff>89392200593ffff>8939220232fffff>8939220232bffff>89392202323ffff>8939220233bffff>89392202307ffff>893922023abffff>893922023bbffff>89392202317ffff>89392202313ffff>89392202303ffff>89392202313ffff>89392202317ffff>893922023bbffff>893922023abffff>89392202307ffff>89392202303ffff>8939220230fffff>8939220230bffff>89392202347ffff>8939220237bffff>893922004b7ffff>8939220236bffff>893922004a7ffff>893922005dbffff>89392200437ffff>89392200427ffff>89392200423ffff>8939220042fffff>8939220042bffff>89392200093ffff>8939220009bffff>893922000d7ffff>893922000c7ffff>893922000c3ffff>893922000cfffff>89392200053ffff>89392200043ffff>8939220004bffff>8939220004fffff>893922002b3ffff>893922002a3ffff>893922002abffff>89392200207ffff>8939220020fffff>89392200277ffff>89392200263ffff>8939220026bffff>89392201cd3ffff>89392201cc3ffff>89392201ccbffff>89392201c53ffff>89392201c5bffff>89392201e97ffff>89392201e83ffff>89392201e8fffff>89392201e13ffff>89392201e03ffff>89392201e0fffff>89392201e77ffff>89392201e63ffff>89392201e6bffff>8939220adb7ffff>8939220adb3ffff>8939220ad87ffff>8939220ad8fffff>8939220adbbffff>8939220ad17ffff>8939220ad07ffff>8939220ad0fffff>8939220ad3bffff>8939220ad77ffff>8939220ad67ffff>8939220ad6fffff>8939220a9d3ffff>8939220a9d7ffff>8939220a9c3ffff>8939220a9cfffff>8939220a953ffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff
